ROW_NUM,CTPRVN_NM,SIGUNGU_NM,EMD_NM,LVSTCK_NM,FARM_CO
1915,경상북도,의성군,금성면,소,82
1916,경상북도,청송군,청송읍,소,15
1917,경상북도,경산시,내동,소,8
1918,경상북도,영천시,범어동,소,8
1919,경상북도,영천시,대전동,소,6
1920,경상북도,영천시,매산동,소,2
1921,경상북도,영천시,조교동,소,3
1922,경상북도,구미시,무을면,소,114
1923,경상북도,고령군,다산면,소,45
1924,경상북도,영천시,괴연동,소,6
1925,경상북도,안동시,임동면,소,30
1926,경상북도,군위군,의흥면,소,107
1927,경상북도,상주시,중동면,소,89
1928,경상북도,영주시,장수면,소,214
1929,경상북도,청도군,이서면,소,58
1930,경상북도,의성군,의성읍,소,47
1931,경상북도,군위군,고로면,소,8
1932,경상북도,상주시,남적동,소,12
1933,경상북도,청도군,각북면,소,31
1934,경상북도,칠곡군,북삼읍,소,31
1935,경상북도,상주시,지천동,소,13
1936,경상북도,상주시,신봉동,소,3
1937,경상북도,상주시,부원동,소,1
1938,경상북도,안동시,성곡동,소,3
1939,경상북도,영주시,이산면,소,201
1940,경상남도,의령군,유곡면,소,73
1941,경상북도,청도군,각남면,소,43
1942,경상북도,영덕군,영해면,소,7
1943,경상남도,산청군,단성면,소,118
1944,경상남도,산청군,생비량면,소,21
1945,경상남도,합천군,청덕면,소,95
1946,경상남도,함안군,대산면,소,58
1947,경상북도,봉화군,명호면,소,55
1948,경상남도,함양군,수동면,소,50
1949,경상북도,봉화군,석포면,소,6
1950,경상북도,영주시,조암동,소,36
1951,경상남도,남해군,상주면,소,5
1952,경상남도,창원시 의창구,북면,소,84
1953,경상남도,거제시,연초면,소,23
1954,경상남도,진주시,내동면,소,10
1955,경상남도,거창군,남하면,소,81
1956,경상남도,창녕군,대합면,소,137
1957,경상남도,하동군,북천면,소,39
1958,경상남도,하동군,진교면,소,109
1959,경상남도,고성군,하일면,소,20
1960,경상남도,창원시 마산합포구,가포동,소,1
1961,경상남도,하동군,화개면,소,4
1962,제주특별자치도,제주시,삼양일동,소,5
1963,경상남도,창녕군,도천면,소,60
1964,경기도,남양주시,화도읍,염소,2
1965,경기도,광주시,오포읍,소,3
1966,경상남도,김해시,흥동,소,8
1967,전라남도,나주시,남평읍,닭,10
1968,경상남도,함양군,휴천면,닭,41
1969,경상남도,사천시,노룡동,소,4
1970,경상남도,진주시,미천면,소,52
1971,인천광역시,남동구,수산동,소,4
1972,경상남도,통영시,도천동,소,1
1973,경상남도,사천시,이금동,소,5
1974,강원도,강릉시,왕산면,닭,8
1975,전라북도,순창군,적성면,염소,13
1976,전라남도,순천시,송광면,염소,28
1977,경상남도,하동군,진교면,오리,3
1978,강원도,홍천군,북방면,오리,5
1979,전라남도,여수시,율촌면,칠면조,2
1980,전라남도,광양시,옥곡면,염소,9
1981,경상북도,포항시 남구,동해면,염소,3
1982,전라남도,영광군,불갑면,닭,12
1983,전라북도,남원시,인월면,염소,2
1984,경기도,수원시 장안구,상광교동,닭,1
1985,경상남도,김해시,한림면,닭,56
1986,충청북도,충주시,엄정면,꿀벌,17
1987,전라남도,장성군,삼계면,닭,65
1988,전라남도,곡성군,겸면,닭,57
1989,충청남도,보령시,명천동,기러기,2
1990,충청남도,공주시,사곡면,닭,33
1991,경상남도,밀양시,단장면,닭,36
1992,충청남도,당진시,고대면,닭,51
1993,전라남도,여수시,돌산읍,관상조,3
1994,충청북도,단양군,대강면,꿀벌,9
1995,경상북도,고령군,덕곡면,염소,8
1996,경기도,양평군,용문면,말,1
1997,전라남도,장흥군,용산면,닭,10
1998,전라남도,고흥군,과역면,닭,10
1999,경상북도,경주시,외동읍,사슴,7
2000,경상북도,경주시,외동읍,닭,51
2001,충청북도,진천군,진천읍,염소,15
2002,제주특별자치도,제주시,한림읍,말,68
2003,울산광역시,북구,양정동,사슴,1
2004,충청북도,음성군,삼성면,닭,43
2005,충청남도,서산시,운산면,염소,32
2006,경상북도,상주시,화북면,닭,17
2007,충청북도,청주시 상당구,미원면,염소,25
2008,경상남도,거제시,하청면,닭,31
2009,경상남도,거제시,하청면,염소,14
2010,전라남도,구례군,광의면,닭,55
2011,전라북도,임실군,오수면,닭,38
2012,경기도,안성시,일죽면,칠면조,1
2013,전라북도,김제시,공덕면,닭,7
2014,세종특별자치시,,장군면,염소,13
2015,경상북도,구미시,선산읍,염소,16
2016,경상북도,구미시,선산읍,닭,43
2017,경상북도,칠곡군,약목면,돼지,6
2018,충청북도,음성군,맹동면,꿀벌,9
2019,경상남도,고성군,고성읍,염소,32
2020,충청북도,청주시 청원구,내수읍,꿀벌,14
2021,충청남도,서산시,해미면,염소,15
2022,경상남도,고성군,영현면,닭,44
2023,경상남도,거창군,거창읍,염소,20
2024,경기도,포천시,내촌면,닭,11
2025,,,,칠면조,5
2026,충청남도,홍성군,광천읍,돼지,53
2027,충청남도,아산시,둔포면,닭,25
2028,충청남도,논산시,광석면,닭,19
2029,충청남도,서천군,한산면,염소,12
2030,전라남도,장성군,북하면,닭,31
2031,전라북도,임실군,청웅면,닭,34
2032,충청남도,당진시,고대면,돼지,13
2033,전라남도,여수시,화양면,닭,69
2034,경기도,안양시 만안구,박달동,소,2
2035,전라남도,강진군,칠량면,닭,23
2036,경상북도,예천군,풍양면,닭,90
2037,경상남도,양산시,원동면,돼지,14
2038,경상남도,함양군,지곡면,닭,38
2039,경상남도,김해시,응달동,닭,2
2040,경상북도,청도군,청도읍,닭,18
2041,전라북도,임실군,지사면,염소,8
2042,전라북도,정읍시,옹동면,염소,8
2043,충청남도,서산시,인지면,염소,17
2044,충청남도,서산시,운산면,돼지,6
2045,충청북도,청주시 흥덕구,신촌동,닭,3
2046,전라남도,강진군,군동면,염소,19
2047,전라남도,여수시,돌산읍,닭,20
2048,충청북도,보은군,수한면,닭,21
2049,전라북도,익산시,왕궁면,염소,8
2050,충청남도,서천군,화양면,염소,6
2051,경상남도,고성군,대가면,거위,2
2052,경상남도,남해군,삼동면,염소,68
2053,전라남도,해남군,옥천면,사슴,2
2054,경상남도,함양군,수동면,염소,21
2055,전라북도,정읍시,신태인읍,닭,20
2056,경상북도,상주시,중동면,닭,22
2057,경상북도,성주군,벽진면,염소,11
2058,전라북도,부안군,줄포면,오리,13
2059,충청남도,보령시,성주면,닭,16
2060,경상북도,고령군,덕곡면,닭,12
2061,충청북도,옥천군,옥천읍,닭,42
2062,경상남도,함안군,칠서면,닭,15
2063,강원도,영월군,중동면,염소,3
2064,울산광역시,울주군,두동면,염소,18
2065,경상남도,거창군,위천면,돼지,4
2066,경기도,용인시 처인구,모현면,돼지,1
2067,전라북도,군산시,임피면,닭,45
2068,경상남도,거창군,남하면,염소,4
2069,충청남도,공주시,정안면,닭,56
2070,강원도,인제군,인제읍,닭,24
2071,전라북도,김제시,연정동,닭,3
2072,충청북도,제천시,흑석동,닭,15
2073,전라북도,순창군,인계면,닭,10
2074,전라남도,해남군,해남읍,염소,3
2075,전라남도,함평군,해보면,염소,24
2076,경상남도,사천시,봉남동,닭,2
2077,경상남도,고성군,대가면,오리,1
2078,전라남도,영암군,서호면,닭,6
2079,충청북도,보은군,수한면,오리,1
2080,강원도,고성군,죽왕면,염소,4
2081,경상북도,상주시,은척면,염소,11
2082,충청북도,보은군,마로면,닭,21
2083,경상남도,밀양시,청도면,염소,17
2084,경기도,용인시 처인구,남사면,닭,9
2085,전라북도,정읍시,이평면,염소,13
2086,경상북도,문경시,가은읍,거위,3
2087,충청북도,보은군,보은읍,꿀벌,12
2088,충청남도,태안군,근흥면,닭,16
2089,충청남도,공주시,동현동,닭,4
2090,강원도,철원군,동송읍,돼지,17
2091,충청북도,제천시,청풍면,꿀벌,4
2092,강원도,평창군,평창읍,거위,8
2093,강원도,평창군,평창읍,염소,24
2094,충청남도,공주시,의당면,닭,35
2095,경상북도,예천군,호명면,닭,48
2096,전라남도,나주시,공산면,염소,5
2097,경상북도,청송군,청송읍,닭,5
2098,경상북도,영덕군,병곡면,닭,27
2099,경상북도,경주시,외동읍,돼지,14
2100,충청북도,옥천군,안내면,염소,15
2101,전라북도,무주군,무주읍,오리,3
2102,충청북도,제천시,송학면,닭,78
2103,경상북도,안동시,남후면,닭,12
2104,대구광역시,북구,연경동,닭,4
2105,강원도,춘천시,서면,염소,11
2106,강원도,원주시,귀래면,닭,18
2107,경상남도,진주시,이반성면,꿀벌,1
2108,경상남도,의령군,대의면,닭,16
2109,경상남도,산청군,생초면,염소,6
2110,충청북도,청주시 흥덕구,강서동,닭,4
2111,경상남도,거제시,덕포동,닭,8
2112,충청북도,괴산군,감물면,칠면조,1
2113,충청북도,청원군,남이면,염소,3
2114,울산광역시,울주군,범서읍,염소,16
2115,충청남도,아산시,도고면,사슴,3
2116,전라남도,영광군,영광읍,닭,23
2117,충청남도,보령시,주교면,염소,24
2118,충청남도,보령시,주교면,칠면조,2
2119,강원도,춘천시,동면,염소,6
2120,강원도,원주시,지정면,돼지,8
2121,전라남도,진도군,고군면,돼지,1
2122,경기도,화성시,봉담읍,닭,9
2123,부산광역시,강서구,대저2동,칠면조,1
2124,전라남도,고흥군,점암면,염소,3
2125,충청북도,음성군,원남면,사슴,2
2126,충청남도,천안시 서북구,성거읍,닭,4
2127,충청북도,단양군,단양읍,염소,6
2128,충청남도,보령시,동대동,닭,3
2129,경상북도,김천시,봉산면,염소,6
2130,전라남도,광양시,중군동,닭,4
2131,전라북도,고창군,무장면,돼지,3
2132,충청남도,서천군,화양면,사슴,2
2133,경기도,안성시,양성면,사슴,1
2134,경상북도,영천시,임고면,염소,9
2135,전라북도,김제시,죽산면,사슴,10
2136,전라남도,담양군,대덕면,염소,15
2137,충청북도,충주시,노은면,사슴,3
2138,경상북도,김천시,대항면,닭,13
2139,경상북도,울진군,북면,칠면조,3
2140,전라남도,함평군,함평읍,닭,50
2141,전라남도,순천시,해룡면,거위,1
2142,경상남도,창녕군,이방면,돼지,2
2143,경상남도,거제시,동부면,사슴,4
2144,경기도,용인시 처인구,백암면,염소,6
2145,경상남도,의령군,정곡면,닭,26
2146,전라남도,보성군,벌교읍,거위,4
2147,충청북도,청원군,내수읍,염소,7
2148,경상북도,문경시,산북면,닭,82
2149,경기도,평택시,팽성읍,돼지,5
2150,경기도,양주시,봉양동,닭,7
2151,경상남도,의령군,지정면,염소,6
2152,강원도,홍천군,내촌면,거위,6
2153,충청북도,충주시,금가면,닭,42
2154,충청남도,아산시,신창면,염소,11
2155,경상북도,포항시 남구,연일읍,관상조,1
2156,충청남도,천안시 동남구,다가동,관상조,1
2157,경상남도,남해군,이동면,거위,2
2158,충청북도,제천시,청풍면,닭,46
2159,경기도,이천시,호법면,말,1
2160,충청북도,청주시 상당구,남일면,꿀벌,4
2161,전라남도,해남군,마산면,돼지,6
2162,경기도,양주시,옥정동,닭,1
2163,전라북도,완주군,구이면,염소,4
2164,전라북도,순창군,풍산면,닭,32
2165,충청남도,보령시,웅천읍,닭,40
2166,전라남도,나주시,다도면,닭,8
2167,전라남도,담양군,월산면,염소,5
2168,전라북도,완주군,운주면,돼지,1
2169,경상북도,문경시,호계면,염소,11
2170,전라남도,곡성군,고달면,염소,19
2171,경기도,여주시,가업동,돼지,1
2172,울산광역시,남구,여천동,닭,3
2173,충청남도,보령시,천북면,닭,54
2174,충청북도,보은군,회인면,꿀벌,18
2175,울산광역시,북구,무룡동,닭,5
2176,울산광역시,북구,무룡동,염소,3
2177,경기도,양평군,청운면,꿀벌,6
2178,경기도,광주시,곤지암읍,사슴,5
2179,경기도,양평군,단월면,꿀벌,1
2180,충청남도,부여군,장암면,염소,2
2181,울산광역시,울주군,두서면,거위,6
2182,전라북도,진안군,성수면,산양,1
2183,경상남도,사천시,정동면,염소,30
2184,경기도,포천시,창수면,닭,15
2185,전라북도,정읍시,정우면,돼지,5
2186,전라남도,나주시,다시면,기러기,1
2187,경기도,고양시 덕양구,행주외동,돼지,2
2188,경상남도,산청군,삼장면,닭,24
2189,전라북도,장수군,천천면,염소,14
2190,전라남도,강진군,병영면,사슴,3
2191,경상남도,거제시,하청면,사슴,3
2192,전라북도,군산시,성산면,닭,17
2193,강원도,횡성군,안흥면,염소,4
2194,강원도,양구군,동면,닭,9
2195,대전광역시,동구,효평동,닭,16
2196,충청남도,보령시,남포면,칠면조,1
2197,경상북도,울릉군,울릉읍,염소,2
2198,충청남도,보령시,청소면,닭,50
2199,경상북도,의성군,의성읍,염소,8
2200,강원도,양구군,동면,산양,2
2201,경상남도,함안군,군북면,기러기,1
2202,인천광역시,강화군,삼산면,토끼,1
2203,세종특별자치시,,금남면,개,2
2204,세종특별자치시,,금남면,토끼,3
2205,경상남도,진주시,일반성면,사슴,1
2206,충청남도,금산군,복수면,염소,7
2207,전라남도,보성군,복내면,꿀벌,1
2208,경상북도,성주군,월항면,돼지,6
2209,전라남도,여수시,소라면,염소,31
2210,충청남도,부여군,옥산면,닭,19
2211,전라남도,영광군,영광읍,염소,10
2212,경상북도,성주군,수륜면,닭,17
2213,경기도,안성시,금광면,닭,6
2214,전라북도,임실군,지사면,돼지,2
2215,강원도,평창군,진부면,염소,9
2216,강원도,춘천시,신동,사슴,1
2217,충청남도,공주시,우성면,돼지,11
2218,전라남도,나주시,산포면,닭,2
2219,경상남도,김해시,명법동,닭,2
2220,충청북도,음성군,음성읍,토끼,4
2221,경상남도,고성군,구만면,칠면조,1
2222,전라북도,고창군,부안면,오리,2
2223,전라남도,무안군,현경면,오리,12
2224,경상남도,거제시,거제면,기러기,1
2225,충청북도,단양군,어상천면,칠면조,3
2226,전라남도,강진군,성전면,염소,11
2227,충청남도,공주시,소학동,닭,1
2228,충청남도,홍성군,구항면,돼지,15
2229,경상남도,하동군,청암면,염소,11
2230,경상남도,함안군,칠원읍,돼지,5
2231,경상남도,산청군,금서면,염소,4
2232,경상남도,진주시,일반성면,염소,4
2233,충청남도,부여군,양화면,돼지,5
2234,충청남도,당진시,정미면,염소,11
2235,경기도,평택시,청북읍,염소,6
2236,경상북도,예천군,지보면,오리,1
2237,경상북도,예천군,지보면,염소,14
2238,경기도,김포시,통진읍,닭,11
2239,경기도,김포시,대곶면,메추리,3
2240,경기도,고양시 덕양구,내곡동,닭,4
2241,충청남도,태안군,남면,닭,14
2242,경기도,고양시 덕양구,내곡동,토끼,1
2243,전라북도,익산시,오산면,돼지,2
2244,충청남도,금산군,제원면,산양,2
2245,경상북도,안동시,북후면,오리,1
2246,충청남도,계룡시,엄사면,닭,7
2247,충청북도,보은군,탄부면,거위,1
2248,전라북도,익산시,여산면,닭,19
2249,전라북도,완주군,운주면,칠면조,1
2250,경기도,평택시,고덕면,돼지,6
2251,강원도,춘천시,동산면,돼지,6
2252,제주특별자치도,서귀포시,남원읍,닭,7
2253,전라남도,담양군,대덕면,오리,2
2254,충청북도,청주시 서원구,현도면,꿀벌,5
2255,전라남도,담양군,대덕면,닭,10
2256,제주특별자치도,서귀포시,대포동,말,9
2257,경상남도,하동군,하동읍,닭,11
2258,전라북도,정읍시,정우면,닭,15
2259,대구광역시,동구,사복동,오리,1
2260,충청북도,제천시,동현동,닭,1
2261,전라북도,익산시,춘포면,닭,15
2262,강원도,원주시,호저면,거위,2
2263,경상북도,경주시,감포읍,염소,3
2264,충청남도,태안군,안면읍,염소,14
2265,제주특별자치도,서귀포시,대포동,돼지,4
2266,경상북도,예천군,용궁면,염소,5
2267,충청남도,보령시,죽정동,닭,2
2268,충청북도,충주시,앙성면,꿀벌,13
2269,충청남도,보령시,미산면,닭,36
2270,경상남도,김해시,한림면,염소,21
2271,전라남도,고흥군,풍양면,돼지,1
2272,충청북도,괴산군,문광면,염소,8
2273,경상북도,경산시,남천면,돼지,2
2274,경상북도,상주시,헌신동,닭,3
2275,경상남도,의령군,낙서면,닭,11
2276,경상북도,군위군,의흥면,기러기,1
2277,충청북도,옥천군,청성면,꿀벌,19
2278,경상남도,진주시,문산읍,염소,1
2279,경상북도,상주시,모동면,돼지,1
2280,충청북도,충주시,신니면,꿀벌,6
2281,경상북도,경주시,덕동,염소,3
2282,경상북도,칠곡군,가산면,돼지,1
2283,경상북도,칠곡군,가산면,닭,12
2284,강원도,정선군,화암면,염소,5
2285,대전광역시,유성구,둔곡동,닭,2
2286,강원도,강릉시,박월동,닭,2
2287,강원도,평창군,미탄면,오리,2
2288,충청남도,보령시,주산면,염소,15
2289,경상남도,김해시,상동면,염소,4
2290,충청북도,단양군,대강면,토끼,1
2291,경상북도,의성군,단북면,돼지,2
2292,충청북도,영동군,매곡면,염소,1
2293,경기도,화성시,송산면,사슴,1
2294,경기도,여주시,연라동,돼지,1
2295,경상남도,산청군,신등면,돼지,5
2296,전라북도,군산시,개정면,염소,7
2297,경상남도,창원시 진해구,용원동,닭,3
2298,대구광역시,달성군,다사읍,닭,12
2299,울산광역시,북구,양정동,기러기,1
2300,전라남도,장성군,황룡면,닭,26
2301,충청남도,천안시 동남구,병천면,돼지,16
2302,경상남도,진주시,명석면,염소,14
2303,전라남도,순천시,야흥동,닭,1
2304,경상북도,영덕군,달산면,오리,1
2305,전라남도,광양시,진상면,닭,37
2306,충청북도,청주시 상당구,석교동,닭,11
2307,전라남도,담양군,금성면,닭,9
2308,충청북도,청원군,북이면,닭,7
2309,경상북도,영덕군,강구면,닭,13
2310,충청남도,예산군,신양면,염소,8
2311,경기도,포천시,이동면,닭,5
2312,경상남도,합천군,쌍책면,염소,5
2313,충청북도,보은군,회인면,닭,19
2314,제주특별자치도,제주시,화북이동,닭,1
2315,경상남도,김해시,대동면,오리,2
2316,강원도,강릉시,내곡동,닭,6
2317,충청남도,공주시,정안면,돼지,11
2318,경상북도,김천시,감문면,닭,18
2319,경상남도,창원시 의창구,명곡동,닭,2
2320,경상북도,김천시,봉산면,닭,9
2321,충청남도,부여군,양화면,염소,7
2322,전라남도,화순군,도곡면,닭,8
2323,경상북도,경산시,와촌면,염소,5
2324,충청북도,청주시 청원구,주중동,닭,8
2325,충청남도,태안군,이원면,염소,5
2326,경상북도,의성군,단밀면,염소,5
2327,전라남도,무안군,현경면,염소,9
2328,전라남도,영암군,덕진면,오리,6
2329,전라남도,함평군,함평읍,돼지,15
2330,경상북도,의성군,금성면,닭,10
2331,대전광역시,동구,상소동,닭,2
2332,경상북도,안동시,남선면,염소,8
2333,경상남도,함양군,서상면,염소,5
2334,충청남도,예산군,덕산면,닭,26
2335,전라북도,익산시,삼기면,닭,16
2336,경상남도,사천시,향촌동,닭,2
2337,충청북도,음성군,대소면,토끼,2
2338,대구광역시,동구,중대동,닭,4
2339,전라남도,장흥군,유치면,돼지,1
2340,충청남도,태안군,고남면,닭,17
2341,충청남도,천안시 동남구,동면,돼지,13
2342,인천광역시,강화군,송해면,사슴,1
2343,경상북도,성주군,선남면,돼지,7
2344,경상북도,울진군,울진읍,오리,1
2345,전라남도,담양군,봉산면,닭,9
2346,충청남도,청양군,정산면,돼지,4
2347,강원도,영월군,남면,사슴,1
2348,전라북도,고창군,신림면,오리,2
2349,충청남도,공주시,무릉동,닭,8
2350,대구광역시,동구,백안동,닭,4
2351,대전광역시,유성구,성북동,닭,7
2352,전라남도,담양군,고서면,닭,7
2353,경상남도,창녕군,유어면,닭,20
2354,충청북도,충주시,살미면,닭,30
2355,제주특별자치도,제주시,조천읍,사슴,7
2356,제주특별자치도,제주시,한림읍,꿀벌,8
2357,충청북도,영동군,상촌면,염소,6
2358,충청북도,괴산군,청안면,닭,20
2359,충청북도,괴산군,청안면,사슴,4
2360,경상남도,산청군,산청읍,돼지,5
2361,경상북도,영천시,고경면,염소,9
2362,경기도,파주시,파평면,돼지,17
2363,경상북도,문경시,산북면,염소,23
2364,경상북도,포항시 남구,장기면,닭,7
2365,전라남도,순천시,교량동,닭,1
2366,전라남도,영광군,염산면,돼지,3
2367,전라남도,고흥군,도화면,염소,9
2368,강원도,정선군,정선읍,염소,16
2369,전라북도,고창군,성내면,닭,16
2370,강원도,영월군,무릉도원면,칠면조,1
2371,경상북도,경주시,외동읍,메추리,1
2372,경상북도,의성군,다인면,꿩,1
2373,경상북도,의성군,다인면,사슴,2
2374,경기도,고양시 덕양구,관산동,관상조,1
2375,강원도,동해시,망상동,닭,7
2376,충청북도,제천시,대랑동,염소,4
2377,경상북도,경주시,산내면,사슴,3
2378,경상북도,경주시,내남면,기러기,1
2379,충청북도,진천군,백곡면,토끼,4
2380,전라남도,장성군,남면,기러기,2
2381,전라남도,강진군,대구면,염소,9
2382,경기도,안성시,당왕동,염소,1
2383,강원도,삼척시,원덕읍,염소,3
2384,충청남도,태안군,안면읍,사슴,2
2385,충청북도,음성군,맹동면,말,3
2386,경기도,여주시,금사면,닭,3
2387,강원도,홍천군,화촌면,염소,10
2388,인천광역시,강화군,양도면,닭,10
2389,경상남도,김해시,진례면,염소,5
2390,경상남도,합천군,묘산면,관상조,1
2391,경상북도,상주시,거동동,염소,1
2392,전라북도,진안군,동향면,염소,11
2393,경상북도,안동시,길안면,꿩,1
2394,전라남도,함평군,나산면,돼지,3
2395,전라남도,나주시,용산동,닭,2
2396,전라남도,나주시,보산동,닭,1
2397,경상북도,울진군,울진읍,칠면조,1
2398,경상북도,경산시,용성면,꿩,13
2399,충청남도,공주시,계룡면,꿀벌,2
2400,광주광역시,남구,원산동,기러기,2
2401,강원도,홍천군,동면,사슴,3
2402,충청남도,서산시,운산면,오리,4
2403,경상남도,고성군,영오면,관상조,2
2404,충청남도,천안시 동남구,성남면,염소,8
2405,경상북도,성주군,초전면,염소,9
2406,전라남도,나주시,봉황면,오리,1
2407,전라남도,장성군,서삼면,돼지,2
2408,경상남도,거제시,거제면,칠면조,2
2409,경상북도,예천군,용문면,기러기,2
2410,경기도,포천시,이동면,돼지,15
2411,전라북도,진안군,마령면,돼지,10
2412,전라남도,함평군,엄다면,기러기,1
2413,전라남도,곡성군,오산면,사슴,4
2414,전라남도,나주시,금천면,사슴,2
2415,울산광역시,남구,상개동,닭,3
2416,전라남도,고흥군,남양면,염소,11
2417,전라북도,남원시,송동면,오리,4
2418,충청남도,금산군,복수면,사슴,3
2419,경기도,김포시,월곶면,닭,10
2420,경기도,의왕시,내손동,닭,4
2421,경상북도,봉화군,봉성면,오리,7
2422,충청남도,보령시,신흑동,닭,4
2423,경상북도,문경시,산양면,꿀벌,1
2424,전라남도,무안군,현경면,돼지,8
2425,경상남도,창원시 진해구,원포동,거위,1
2426,충청남도,공주시,옥룡동,닭,1
2427,충청북도,옥천군,청성면,기러기,1
2428,충청북도,옥천군,청성면,거위,1
2429,전라남도,장성군,동화면,기러기,1
2430,경상북도,상주시,거동동,닭,3
2431,충청북도,단양군,영춘면,산양,1
2432,전라남도,고흥군,봉래면,염소,3
2433,경기도,시흥시,거모동,닭,5
2434,경상북도,경산시,남산면,관상조,1
2435,강원도,춘천시,동산면,염소,2
2436,전라북도,김제시,백구면,닭,3
2437,경상남도,김해시,부곡동,닭,2
2438,강원도,홍천군,동면,염소,5
2439,전라북도,김제시,황산면,닭,20
2440,전라남도,여수시,신덕동,닭,2
2441,경기도,포천시,신북면,닭,25
2442,전라남도,보성군,미력면,닭,9
2443,강원도,철원군,김화읍,오리,1
2444,충청북도,음성군,대소면,염소,4
2445,전라남도,나주시,남평읍,오리,9
2446,충청북도,충주시,중앙탑면,염소,7
2447,충청북도,옥천군,군북면,기러기,1
2448,전라남도,구례군,구례읍,거위,1
2449,대전광역시,유성구,용산동,닭,3
2450,충청남도,공주시,상왕동,거위,1
2451,경상북도,영주시,풍기읍,염소,7
2452,경기도,포천시,가산면,닭,5
2453,전라북도,고창군,성송면,닭,10
2454,전라북도,순창군,순창읍,칠면조,1
2455,전라남도,고흥군,동강면,오리,5
2456,충청북도,청원군,내수읍,꿀벌,2
2457,충청남도,아산시,둔포면,사슴,4
2458,경상남도,창녕군,영산면,돼지,3
2459,인천광역시,옹진군,자월면,닭,1
2460,전라남도,순천시,안풍동,닭,2
2461,경상북도,영주시,단산면,염소,3
2462,충청남도,보령시,천북면,기러기,3
2463,경상북도,군위군,우보면,염소,1
2464,경상남도,하동군,금남면,오리,2
2465,충청남도,논산시,연산면,돼지,9
2466,강원도,원주시,무실동,닭,3
2467,경상남도,김해시,진례면,거위,3
2468,경기도,의왕시,학의동,닭,6
2469,강원도,강릉시,주문진읍,염소,7
2470,대전광역시,중구,침산동,닭,2
2471,전라북도,진안군,부귀면,토끼,4
2472,충청북도,옥천군,옥천읍,사슴,1
2473,충청북도,옥천군,안내면,사슴,2
2474,충청북도,청주시 청원구,북이면,닭,22
2475,경기도,여주시,가남읍,사슴,3
2476,전라북도,고창군,고수면,염소,6
2477,충청북도,보은군,수한면,꿀벌,9
2478,인천광역시,계양구,다남동,돼지,2
2479,경상북도,영주시,풍기읍,돼지,3
2480,충청남도,예산군,광시면,사슴,6
2481,전라북도,군산시,구암동,기러기,1
2482,전라남도,나주시,다시면,돼지,3
2483,강원도,원주시,관설동,닭,4
2484,경상북도,성주군,대가면,염소,6
2485,경기도,고양시 일산동구,사리현동,닭,1
2486,경상남도,창원시 진해구,태백동,닭,1
2487,강원도,춘천시,동내면,관상조,2
2488,강원도,영월군,상동읍,기러기,1
2489,경상남도,산청군,신안면,사슴,1
2490,충청남도,서산시,고북면,꿩,1
2491,충청북도,영동군,양산면,돼지,1
2492,인천광역시,강화군,화도면,닭,6
2493,충청남도,공주시,쌍신동,닭,2
2494,경기도,연천군,장남면,닭,6
2495,전라남도,보성군,노동면,닭,26
2496,전라남도,나주시,금천면,거위,1
2497,경기도,구리시,사노동,닭,4
2498,충청남도,보령시,천북면,말,1
2499,경상북도,봉화군,봉화읍,사슴,2
2500,전라남도,영암군,금정면,닭,5
2501,대구광역시,동구,능성동,닭,5
2502,전라남도,광양시,도이동,꿀벌,1
2503,충청남도,청양군,장평면,닭,13
2504,경기도,광주시,도척면,염소,2
2505,경상북도,영덕군,영해면,염소,7
2506,전라남도,곡성군,삼기면,염소,17
2507,전라남도,영광군,염산면,염소,6
2508,경기도,평택시,진위면,돼지,3
2509,충청북도,제천시,금성면,사슴,4
2510,경상북도,예천군,감천면,칠면조,2
2511,충청북도,충주시,앙성면,오리,2
2512,경상남도,하동군,고전면,칠면조,2
2513,대전광역시,유성구,탑립동,닭,2
2514,경상북도,상주시,낙상동,닭,1
2515,충청북도,청주시 상당구,가덕면,꿀벌,8
2516,경기도,동두천시,상봉암동,닭,2
2517,전라북도,군산시,신관동,사슴,1
2518,경상남도,함양군,수동면,사슴,1
2519,충청북도,보은군,탄부면,돼지,2
2520,강원도,동해시,구미동,닭,1
2521,경상북도,영양군,석보면,닭,7
2522,경상남도,사천시,향촌동,염소,1
2523,경기도,가평군,상면,돼지,2
2524,경기도,연천군,청산면,사슴,1
2525,강원도,홍천군,내촌면,꿩,2
2526,전라북도,순창군,적성면,칠면조,4
2527,전라북도,군산시,옥서면,돼지,1
2528,경상남도,진주시,사봉면,거위,1
2529,충청남도,부여군,초촌면,닭,8
2530,전라북도,남원시,송동면,염소,14
2531,전라북도,김제시,연정동,염소,2
2532,충청북도,진천군,광혜원면,돼지,4
2533,전라남도,해남군,문내면,오리,2
2534,경상북도,경주시,양북면,염소,5
2535,전라북도,남원시,운봉읍,면양,1
2536,경기도,이천시,중리동,닭,1
2537,전라남도,화순군,이양면,돼지,3
2538,충청북도,괴산군,소수면,염소,12
2539,경상남도,산청군,시천면,사슴,3
2540,전라남도,광양시,봉강면,사슴,2
2541,경상북도,영덕군,달산면,염소,3
2542,경기도,연천군,전곡읍,돼지,5
2543,경기도,남양주시,별내면,닭,7
2544,충청남도,보령시,웅천읍,돼지,3
2545,전라남도,화순군,청풍면,사슴,1
2546,부산광역시,북구,화명동,사슴,1
2547,강원도,춘천시,신동면,거위,2
2548,전라남도,곡성군,겸면,오리,7
2549,전라북도,김제시,봉남면,염소,7
